Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score (0-100),Promotion_Status
EMP3374,Sales,43,35095,3,51,88,No
EMP3375,Finance,45,116494,16,37,43,No
EMP3376,Marketing,27,127544,12,53,89,Yes
EMP3377,Finance,42,43706,4,40,81,No
EMP3378,Sales,37,68516,1,43,42,No
EMP3379,Finance,38,128602,4,53,51,No
EMP3380,R&D,30,122008,1,39,40,No
EMP3381,Finance,30,59629,21,44,66,No
EMP3382,Sales,27,71910,8,36,82,Yes
EMP3383,Operations,58,113540,24,36,89,Yes
EMP3384,R&D,47,149746,5,39,52,No
EMP3385,Finance,53,45431,2,33,56,No
EMP3386,IT,21,81733,12,54,47,No
EMP3387,IT,54,65088,22,57,71,No
EMP3388,Finance,24,69135,17,47,59,No
EMP3389,Operations,37,140786,7,56,90,No
EMP3390,Marketing,24,63015,11,54,56,No
EMP3391,Sales,46,125038,4,39,73,No
EMP3392,IT,24,56385,5,48,74,No
EMP3393,Marketing,21,95199,6,43,74,No
EMP3394,Finance,27,63677,11,42,77,Yes
EMP3395,Marketing,50,143104,1,44,81,No
EMP3396,R&D,29,37818,10,45,63,No
EMP3397,HR,55,113222,20,31,93,Yes
EMP3398,IT,28,88001,24,58,57,No
EMP3399,Finance,44,48977,21,33,89,Yes
EMP3400,Sales,39,74832,11,50,85,Yes
EMP3401,Operations,56,65931,24,47,87,Yes
EMP3402,R&D,47,108990,17,58,78,Yes
EMP3403,Finance,52,103894,8,46,72,No
EMP3404,Sales,34,97204,13,39,88,Yes
EMP3405,Operations,38,70784,20,56,62,No
EMP3406,Operations,48,131305,18,50,64,No
EMP3407,Finance,49,34921,22,38,76,Yes
EMP3408,R&D,36,59959,16,44,66,No
EMP3409,Marketing,55,57328,2,57,40,No
EMP3410,Marketing,51,33859,5,41,60,No
EMP3411,Operations,24,149492,18,50,98,Yes
EMP3412,Marketing,57,114506,3,57,88,No
EMP3413,HR,37,99408,22,56,49,No
EMP3414,Operations,59,148852,17,55,70,No
EMP3415,Operations,46,109766,16,38,83,Yes
EMP3416,Sales,59,51708,6,43,64,No
EMP3417,Marketing,24,43847,19,42,59,No
EMP3418,R&D,50,80989,7,57,96,No
EMP3419,Operations,50,117641,18,55,41,No
EMP3420,R&D,42,29922,14,35,94,Yes
EMP3421,HR,31,94928,6,48,87,No
EMP3422,Sales,22,77335,8,33,54,No
EMP3423,Finance,32,38541,15,49,67,No
EMP3424,R&D,50,44551,15,46,52,No
EMP3425,Operations,56,44381,15,48,89,Yes
EMP3426,HR,38,138319,16,32,99,Yes
EMP3427,IT,46,80673,1,58,91,No
EMP3428,HR,27,126531,11,43,93,Yes
EMP3429,HR,21,47948,5,46,53,No
EMP3430,Sales,46,117264,5,42,89,No
EMP3431,Finance,43,84072,21,38,41,No
EMP3432,IT,46,92560,6,56,73,No
EMP3433,Marketing,26,107249,2,30,74,No
EMP3434,Marketing,26,27486,6,54,76,No
EMP3435,R&D,28,91691,14,46,64,No
EMP3436,HR,44,35082,11,45,87,Yes
EMP3437,Sales,42,127781,4,47,93,No
EMP3438,Sales,39,109105,24,31,54,No
EMP3439,Marketing,57,32086,9,43,51,No
EMP3440,R&D,38,92853,24,51,48,No
EMP3441,R&D,51,126925,3,52,97,No
EMP3442,R&D,57,95027,16,56,70,No
EMP3443,IT,50,40916,11,46,53,No
EMP3444,Finance,53,40248,4,32,68,No
EMP3445,IT,30,93047,1,31,92,No
EMP3446,Operations,57,49226,21,37,87,Yes
EMP3447,Operations,32,50025,22,54,82,Yes
EMP3448,Finance,50,132850,16,58,77,Yes
EMP3449,Marketing,47,73380,19,31,81,Yes
EMP3450,Finance,59,32848,16,31,99,Yes
EMP3451,Sales,29,39274,11,55,47,No
EMP3452,Operations,41,145092,8,38,87,Yes
EMP3453,HR,32,79545,23,59,42,No
EMP3454,HR,49,121494,1,49,41,No
EMP3455,Marketing,53,140981,21,50,55,No
EMP3456,Sales,35,60233,9,58,58,No
EMP3457,IT,22,41304,12,56,69,No
EMP3458,Sales,59,138973,22,54,80,Yes
EMP3459,HR,38,36294,8,35,55,No
EMP3460,HR,23,51425,17,55,70,No
EMP3461,Operations,27,93711,10,41,93,Yes
EMP3462,Sales,38,131153,7,54,97,No
EMP3463,Sales,58,135777,19,38,67,No
EMP3464,HR,57,118311,6,36,43,No
EMP3465,IT,53,34425,21,59,49,No
EMP3466,Marketing,51,116549,24,41,90,Yes
EMP3467,R&D,31,118464,24,55,84,Yes
EMP3468,Marketing,24,69990,19,54,57,No
EMP3469,Sales,38,131748,18,34,86,Yes
EMP3470,Marketing,24,98746,15,45,71,No
EMP3471,HR,54,93295,2,34,69,No
EMP3472,HR,49,41091,14,41,75,Yes
EMP3473,Sales,44,144943,21,53,48,No
EMP3474,Sales,42,148102,10,55,75,Yes
EMP3475,R&D,22,25002,16,49,68,No
EMP3476,R&D,26,147818,7,38,55,No
EMP3477,Operations,45,75411,8,52,67,No
EMP3478,Sales,41,65958,10,36,60,No
EMP3479,IT,36,120696,15,58,86,Yes
EMP3480,Marketing,51,45707,8,48,95,Yes
EMP3481,Sales,34,40248,13,49,41,No
EMP3482,Finance,59,96309,12,52,99,Yes
EMP3483,Operations,48,103322,8,40,98,Yes
EMP3484,Finance,52,76720,15,56,85,Yes
EMP3485,HR,48,40037,12,59,74,No
EMP3486,R&D,29,92421,11,50,93,Yes
EMP3487,Marketing,42,130364,19,41,67,No
EMP3488,Sales,52,106867,14,32,94,Yes
EMP3489,Finance,25,65612,18,46,75,Yes
EMP3490,Marketing,43,113031,13,36,70,No
EMP3491,HR,25,38450,4,51,72,No
EMP3492,R&D,52,34491,17,39,62,No
EMP3493,IT,30,142026,19,52,99,Yes
EMP3494,Operations,59,99804,9,44,80,Yes
EMP3495,Marketing,35,143446,23,59,56,No
EMP3496,Marketing,27,118293,7,31,85,No
EMP3497,IT,49,144498,1,42,88,No
EMP3498,Marketing,23,132443,7,57,40,No
EMP3499,HR,39,31791,7,33,81,No
EMP3500,HR,30,130475,20,47,62,No
EMP3501,IT,48,53314,7,53,87,No
EMP3502,Operations,49,76883,8,52,66,No
EMP3503,Sales,35,119119,16,30,64,No
EMP3504,Finance,55,140557,3,31,71,No
EMP3505,Sales,26,112086,13,31,58,No
EMP3506,Marketing,32,90629,10,33,63,No
EMP3507,Finance,58,126291,18,32,96,Yes
EMP3508,IT,33,136151,7,46,42,No
EMP3509,IT,49,34967,21,57,99,Yes
EMP3510,Operations,39,106754,21,43,51,No
EMP3511,Finance,23,68220,5,31,74,No
EMP3512,HR,28,99163,23,45,54,No
EMP3513,Finance,28,29947,24,40,56,No
EMP3514,Marketing,40,64419,22,54,89,Yes
EMP3515,HR,24,81131,7,42,71,No
EMP3516,R&D,41,113714,22,30,46,No
EMP3517,R&D,23,53876,17,54,58,No
EMP3518,R&D,28,113444,4,52,46,No
EMP3519,IT,43,126448,24,31,44,No
EMP3520,Finance,36,44971,23,31,97,Yes
EMP3521,R&D,33,87539,16,50,79,Yes
EMP3522,Sales,23,123120,19,58,60,No
EMP3523,Operations,29,74228,10,34,87,Yes
EMP3524,Sales,34,148695,3,33,87,No
EMP3525,R&D,33,99495,3,41,90,No
EMP3526,Operations,27,146241,17,55,96,Yes
EMP3527,Marketing,35,53261,10,55,86,Yes
EMP3528,Sales,27,131601,17,58,46,No
EMP3529,Finance,58,86260,22,57,76,Yes
EMP3530,Finance,54,129998,17,32,62,No
EMP3531,Sales,42,106371,21,49,50,No
EMP3532,R&D,44,109793,4,39,49,No
EMP3533,Finance,57,28346,21,49,96,Yes
EMP3534,Marketing,21,121343,23,47,60,No
EMP3535,HR,30,120954,6,50,94,No
EMP3536,R&D,36,81176,12,50,98,Yes
EMP3537,Marketing,28,77300,22,50,80,Yes
EMP3538,Operations,45,36340,20,56,72,No
EMP3539,Marketing,32,149345,17,56,59,No
EMP3540,R&D,45,58012,17,39,72,No
EMP3541,Operations,37,60393,10,30,79,Yes
EMP3542,R&D,46,127153,7,35,74,No
EMP3543,Finance,34,100133,16,40,73,No
EMP3544,HR,56,50557,13,31,75,Yes
EMP3545,R&D,43,89204,3,36,66,No
EMP3546,R&D,26,98273,2,49,58,No
EMP3547,Finance,25,137328,16,50,82,Yes
EMP3548,IT,45,135304,6,50,44,No
EMP3549,Finance,38,131637,6,50,68,No
EMP3550,Operations,33,42276,13,47,95,Yes
EMP3551,Finance,34,79639,7,50,49,No
EMP3552,Finance,48,146939,5,48,95,No
EMP3553,HR,38,32310,24,33,98,Yes
EMP3554,Finance,48,60167,7,42,94,No
EMP3555,R&D,47,127944,2,47,79,No
EMP3556,HR,52,109880,17,49,52,No
EMP3557,Sales,29,35391,13,58,68,No
EMP3558,IT,52,147013,21,54,44,No
EMP3559,HR,40,75621,21,53,97,Yes
EMP3560,Operations,48,35892,16,42,97,Yes
EMP3561,Sales,53,101733,20,59,98,Yes
EMP3562,HR,24,103586,2,56,51,No
EMP3563,HR,54,61142,5,57,98,No
EMP3564,IT,23,70679,18,48,52,No
EMP3565,R&D,46,66615,7,46,61,No
EMP3566,Operations,28,72553,11,30,79,Yes
EMP3567,Marketing,26,134264,11,35,54,No
EMP3568,Marketing,36,104071,22,48,52,No
EMP3569,HR,44,66002,17,49,40,No
EMP3570,Finance,59,133807,16,30,93,Yes
EMP3571,Operations,50,147611,13,37,77,Yes
EMP3572,Sales,33,95658,22,46,82,Yes
EMP3573,Finance,25,34852,5,50,84,No
EMP3574,Finance,45,30387,20,51,92,Yes
EMP3575,Operations,40,122295,16,44,91,Yes
EMP3576,R&D,38,130935,22,47,40,No
EMP3577,HR,38,64994,22,36,50,No
EMP3578,HR,22,128412,16,45,97,Yes
EMP3579,HR,30,141912,16,36,82,Yes
EMP3580,HR,32,125414,14,46,79,Yes
EMP3581,Marketing,33,58725,6,33,61,No
EMP3582,HR,31,97682,2,41,74,No
EMP3583,Marketing,39,25560,14,42,99,Yes
EMP3584,Marketing,55,149210,16,33,90,Yes
EMP3585,R&D,59,81565,23,50,83,Yes
EMP3586,HR,46,26312,20,30,45,No
EMP3587,IT,34,43205,13,30,67,No
EMP3588,Sales,44,36595,15,36,70,No
EMP3589,Finance,21,112566,12,38,94,Yes
EMP3590,Marketing,42,46329,9,30,47,No
EMP3591,Operations,43,128678,18,45,44,No
EMP3592,Operations,39,93187,21,47,81,Yes
EMP3593,Sales,38,100542,14,51,93,Yes
EMP3594,Operations,32,133237,20,44,87,Yes
EMP3595,IT,48,144389,4,35,83,No
EMP3596,Operations,48,139476,8,31,56,No
EMP3597,Finance,53,60645,8,38,77,Yes
EMP3598,Finance,39,112502,22,33,48,No
EMP3599,Marketing,48,118382,22,42,49,No
EMP3600,HR,57,112310,16,52,59,No
EMP3601,R&D,46,94619,24,51,53,No
EMP3602,IT,55,58513,10,40,53,No
EMP3603,Marketing,54,33749,21,42,65,No
EMP3604,IT,55,55783,17,40,68,No
EMP3605,HR,36,85645,1,48,88,No
EMP3606,Operations,58,107861,18,37,66,No
EMP3607,Operations,33,78175,10,36,64,No
EMP3608,R&D,43,109216,21,54,55,No
EMP3609,HR,42,87709,4,45,75,No
EMP3610,Marketing,36,42323,1,32,73,No
EMP3611,R&D,48,75762,4,46,55,No
EMP3612,HR,55,113220,4,47,72,No
EMP3613,Sales,28,89222,4,57,42,No
EMP3614,Finance,42,59493,17,56,62,No
EMP3615,R&D,41,83328,9,44,50,No
EMP3616,R&D,46,149467,19,57,87,Yes
EMP3617,Marketing,41,37213,13,46,97,Yes
EMP3618,IT,45,122367,4,40,57,No
EMP3619,Sales,21,132832,5,34,86,No
EMP3620,Marketing,26,71930,13,45,80,Yes
EMP3621,HR,43,52713,23,44,83,Yes
EMP3622,HR,43,132157,16,39,68,No
EMP3623,HR,43,97723,22,43,98,Yes
EMP3624,HR,52,123336,5,31,89,No
EMP3625,IT,50,57583,8,45,44,No
EMP3626,Sales,33,138197,16,48,63,No
EMP3627,Operations,38,104944,1,37,68,No
EMP3628,Finance,43,47369,23,44,68,No
EMP3629,IT,35,72928,6,39,99,No
EMP3630,IT,53,93950,11,59,65,No
EMP3631,Operations,41,140844,16,34,79,Yes
EMP3632,Operations,59,44510,5,49,42,No
EMP3633,Finance,43,147940,16,45,41,No
EMP3634,Finance,47,37120,7,50,64,No
EMP3635,Operations,38,124847,19,55,58,No
EMP3636,HR,44,123575,1,51,79,No
EMP3637,IT,27,30295,9,41,41,No
EMP3638,Marketing,40,45460,18,52,58,No
EMP3639,Finance,47,39963,13,59,40,No
EMP3640,Finance,26,102116,15,42,66,No
EMP3641,Operations,47,112822,3,38,93,No
EMP3642,Sales,29,52328,24,46,84,Yes
EMP3643,Marketing,51,109629,10,49,94,Yes
EMP3644,Marketing,41,149034,9,57,91,Yes
EMP3645,Finance,46,46605,13,41,88,Yes
EMP3646,HR,33,135901,16,54,74,No
EMP3647,Sales,43,69813,3,34,80,No
EMP3648,Marketing,40,71371,22,53,44,No
EMP3649,Finance,57,133241,23,41,77,Yes
EMP3650,Marketing,48,72598,15,30,43,No
EMP3651,R&D,37,85776,17,49,56,No
EMP3652,Sales,48,148217,14,57,92,Yes
EMP3653,Sales,22,97258,7,45,60,No
EMP3654,R&D,45,65969,20,59,92,Yes
EMP3655,IT,26,61912,16,41,87,Yes
EMP3656,R&D,31,63374,21,38,70,No
EMP3657,Operations,58,97302,8,42,87,Yes
EMP3658,Operations,26,87784,4,46,61,No
EMP3659,Finance,31,74882,20,46,50,No
EMP3660,Sales,34,40928,24,33,73,No
EMP3661,IT,22,46274,15,43,88,Yes
EMP3662,IT,23,59416,5,48,54,No
EMP3663,Marketing,55,111148,13,36,89,Yes
EMP3664,Marketing,53,85998,6,56,49,No
EMP3665,R&D,44,125434,5,32,77,No
EMP3666,IT,39,137696,17,30,71,No
EMP3667,R&D,38,54047,7,41,92,No
EMP3668,R&D,44,68356,6,44,87,No
EMP3669,Marketing,55,62134,2,40,70,No
EMP3670,Sales,21,92042,11,39,76,Yes
EMP3671,R&D,56,76310,7,31,83,No
EMP3672,HR,45,142604,22,55,67,No
EMP3673,Sales,54,105758,21,58,70,No
EMP3674,IT,45,37363,8,33,45,No
EMP3675,IT,36,110149,5,46,53,No
EMP3676,R&D,54,69563,18,46,97,Yes
EMP3677,Sales,49,55628,22,57,62,No
EMP3678,Marketing,39,133162,16,59,55,No
EMP3679,Marketing,43,135920,14,37,64,No
EMP3680,Operations,39,145953,12,52,78,Yes
EMP3681,IT,45,94672,17,43,41,No
EMP3682,Finance,36,71246,5,53,77,No
EMP3683,Operations,29,36161,14,58,80,Yes
EMP3684,Marketing,21,125993,6,33,78,No
EMP3685,Sales,39,114110,15,35,73,No
EMP3686,Marketing,53,117438,7,58,90,No
EMP3687,Sales,54,27810,14,48,79,Yes
EMP3688,Operations,36,84860,18,56,82,Yes
EMP3689,IT,38,102199,1,58,64,No
EMP3690,Marketing,54,96688,6,53,75,No
EMP3691,R&D,45,90548,3,33,55,No
EMP3692,Sales,26,87363,5,32,96,No
EMP3693,IT,41,36162,12,49,57,No
EMP3694,Finance,26,112858,11,35,52,No
EMP3695,Sales,52,98535,13,56,98,Yes
EMP3696,Operations,59,32219,16,52,76,Yes
EMP3697,Finance,51,95864,18,36,66,No
EMP3698,Finance,30,28621,17,43,73,No
EMP3699,HR,50,143371,17,41,50,No
EMP3700,Marketing,38,114792,11,45,40,No
EMP3701,Sales,44,69433,20,49,52,No
EMP3702,Finance,29,144998,10,37,69,No
EMP3703,HR,51,101850,16,52,44,No
EMP3704,Operations,35,91188,2,31,57,No
EMP3705,IT,24,79951,17,42,53,No
EMP3706,R&D,29,106718,22,37,52,No
EMP3707,R&D,29,132116,20,54,71,No
EMP3708,Sales,46,61558,10,50,46,No
EMP3709,Finance,24,40659,13,49,47,No
EMP3710,R&D,37,59413,12,45,89,Yes
EMP3711,Marketing,36,35435,15,33,46,No
EMP3712,R&D,35,144200,7,58,91,No
EMP3713,R&D,55,78911,22,45,88,Yes
EMP3714,R&D,25,53067,21,49,55,No
EMP3715,HR,25,112794,13,35,82,Yes
EMP3716,Finance,40,118823,12,56,70,No
EMP3717,Marketing,35,94224,12,33,90,Yes
EMP3718,Finance,38,98225,2,45,66,No
EMP3719,Sales,22,26379,5,52,99,No
EMP3720,Sales,49,127547,2,52,72,No
EMP3721,Sales,33,133541,23,50,92,Yes
EMP3722,Operations,24,52624,20,42,68,No
EMP3723,R&D,30,116500,13,34,47,No
EMP3724,Operations,51,113427,3,44,72,No
EMP3725,HR,28,139634,11,55,80,Yes
EMP3726,Sales,23,147507,16,37,58,No
EMP3727,Marketing,29,82745,1,36,60,No
EMP3728,Finance,50,76805,19,43,80,Yes
EMP3729,R&D,31,128915,11,36,60,No
EMP3730,IT,55,145815,9,51,64,No
EMP3731,Marketing,57,37516,14,36,81,Yes
EMP3732,R&D,33,104422,9,52,95,Yes
EMP3733,Operations,56,110843,7,55,62,No
EMP3734,Operations,33,49843,16,59,50,No
EMP3735,Marketing,32,137020,3,47,72,No
EMP3736,Operations,57,30912,19,59,59,No
EMP3737,Sales,30,46514,4,39,64,No
EMP3738,HR,29,112359,7,47,65,No
EMP3739,Finance,27,82032,23,43,79,Yes
EMP3740,HR,22,53797,12,39,91,Yes
EMP3741,R&D,43,31449,18,36,51,No
EMP3742,Finance,59,26725,5,59,71,No
EMP3743,Finance,59,106406,23,55,72,No
EMP3744,HR,41,34304,23,36,49,No
EMP3745,Marketing,43,98058,22,36,43,No
EMP3746,Finance,49,38663,10,34,54,No
EMP3747,HR,34,95320,12,30,90,Yes
EMP3748,Finance,46,100008,8,43,45,No
EMP3749,IT,25,140920,19,47,66,No
EMP3750,Marketing,51,119488,15,42,44,No
EMP3751,Sales,45,100591,1,54,44,No
EMP3752,Finance,51,120044,3,37,57,No
EMP3753,IT,40,37676,18,37,67,No
EMP3754,Sales,37,50192,18,39,74,No
EMP3755,Sales,22,49722,2,46,98,No
EMP3756,R&D,45,32446,5,35,61,No
EMP3757,Finance,33,144304,1,44,73,No
EMP3758,HR,59,29725,10,44,43,No
EMP3759,Finance,48,110597,20,54,57,No
EMP3760,IT,26,138073,10,45,80,Yes
EMP3761,Sales,23,113207,5,37,90,No
EMP3762,Finance,55,82632,18,48,65,No
EMP3763,HR,38,91945,21,49,81,Yes
EMP3764,R&D,31,98741,15,44,61,No
EMP3765,Finance,40,41365,20,32,86,Yes
EMP3766,Marketing,25,90792,8,35,72,No
EMP3767,R&D,39,89857,17,59,82,Yes
EMP3768,HR,42,141409,12,54,53,No
EMP3769,IT,39,40704,21,37,70,No
EMP3770,Sales,36,75575,12,45,49,No
EMP3771,Finance,44,54902,1,44,90,No
EMP3772,HR,24,144641,4,42,63,No
EMP3773,R&D,35,126294,8,55,60,No
EMP3774,Marketing,45,26195,1,49,87,No
EMP3775,HR,55,144247,15,44,47,No
EMP3776,Operations,34,78517,18,47,71,No
EMP3777,Marketing,39,59012,1,42,70,No
EMP3778,R&D,58,36415,11,53,73,No
EMP3779,IT,56,64534,23,37,62,No
EMP3780,Sales,27,46686,2,43,64,No
EMP3781,R&D,50,102198,1,57,46,No
EMP3782,IT,39,139514,12,40,58,No
EMP3783,Finance,45,53743,16,35,46,No
EMP3784,HR,36,57161,22,59,86,Yes
EMP3785,Operations,28,86313,22,53,47,No
EMP3786,Marketing,38,140994,10,54,53,No
EMP3787,Marketing,48,133617,18,58,40,No
EMP3788,HR,36,27402,15,30,52,No
EMP3789,Operations,39,88190,17,54,42,No
EMP3790,HR,37,140184,10,31,92,Yes
EMP3791,Finance,33,77551,3,59,67,No
EMP3792,IT,27,38275,21,42,77,Yes
EMP3793,R&D,47,53182,16,30,90,Yes
EMP3794,Marketing,30,39915,6,53,54,No
EMP3795,Finance,54,25909,3,53,75,No
EMP3796,IT,56,139110,9,56,92,Yes
EMP3797,Finance,45,90908,11,33,42,No
EMP3798,Operations,26,47620,21,53,43,No
EMP3799,Marketing,44,59112,13,52,44,No
EMP3800,R&D,38,99051,18,58,89,Yes
EMP3801,HR,43,27431,22,31,65,No
EMP3802,HR,26,111590,24,50,64,No
EMP3803,IT,49,87175,22,59,49,No
EMP3804,R&D,45,142472,4,55,47,No
EMP3805,Sales,37,57624,22,49,51,No
EMP3806,Operations,44,101121,24,45,93,Yes
EMP3807,IT,31,86264,8,32,97,Yes
EMP3808,Sales,46,138766,13,46,98,Yes
EMP3809,Finance,54,56958,10,34,42,No
EMP3810,Operations,48,149095,2,55,66,No
EMP3811,Finance,23,26695,8,37,89,Yes
EMP3812,R&D,31,125211,6,41,62,No
EMP3813,Marketing,58,144502,16,54,79,Yes
EMP3814,Operations,34,74932,18,52,97,Yes
EMP3815,Sales,46,124323,17,41,72,No
EMP3816,Marketing,41,69225,6,56,53,No
EMP3817,HR,59,26403,13,30,93,Yes
EMP3818,Sales,50,108346,23,30,62,No
EMP3819,IT,28,99391,14,44,70,No
EMP3820,HR,40,63636,21,46,52,No
EMP3821,HR,52,35839,10,31,96,Yes
EMP3822,IT,42,90546,24,46,51,No
EMP3823,Operations,27,129634,11,49,74,No
EMP3824,HR,29,72829,13,55,57,No
EMP3825,R&D,21,34230,12,38,60,No
EMP3826,Sales,49,76977,9,41,84,Yes
EMP3827,Marketing,28,65232,4,33,86,No
EMP3828,HR,24,138050,7,42,81,No
EMP3829,Sales,55,126307,24,33,40,No
EMP3830,Finance,23,119792,22,36,77,Yes
EMP3831,Sales,27,50651,2,43,80,No
EMP3832,Marketing,47,122919,7,56,81,No
EMP3833,Sales,21,64963,9,38,86,Yes
EMP3834,IT,47,80872,5,52,48,No
EMP3835,Marketing,36,142776,15,30,62,No
EMP3836,Operations,58,104198,18,30,53,No
EMP3837,Finance,27,38739,4,49,50,No
EMP3838,IT,43,88294,19,33,46,No
EMP3839,Operations,31,73356,20,30,70,No
EMP3840,Sales,53,26789,7,51,63,No
EMP3841,Marketing,56,44420,8,39,65,No
EMP3842,Finance,57,114297,17,31,69,No
EMP3843,IT,37,130902,13,56,73,No
EMP3844,Operations,55,62606,24,50,85,Yes
EMP3845,Operations,25,63640,21,53,77,Yes
EMP3846,Finance,52,143341,23,44,44,No
EMP3847,R&D,23,69135,11,32,44,No
EMP3848,Sales,55,62067,1,54,58,No
EMP3849,Finance,34,83420,2,52,90,No
EMP3850,Operations,51,42357,17,38,77,Yes
EMP3851,HR,51,64851,5,46,67,No
EMP3852,IT,37,63262,6,50,65,No
EMP3853,Finance,44,149745,24,57,81,Yes
EMP3854,R&D,43,101853,7,42,62,No
EMP3855,Operations,38,83643,21,32,85,Yes
EMP3856,Sales,34,143094,15,33,88,Yes
EMP3857,Operations,35,46534,19,33,69,No
EMP3858,Sales,35,116270,16,40,42,No
EMP3859,Finance,26,126433,13,57,67,No
EMP3860,Sales,47,57872,5,36,72,No
EMP3861,Marketing,35,130737,3,55,81,No
EMP3862,Marketing,56,32689,3,40,42,No
EMP3863,Marketing,28,94103,19,53,44,No
EMP3864,R&D,35,111268,14,40,96,Yes
EMP3865,R&D,23,111310,16,39,58,No
EMP3866,HR,33,113731,22,34,81,Yes
EMP3867,R&D,54,140869,17,42,97,Yes
EMP3868,Finance,44,62412,4,58,96,No
EMP3869,Operations,52,72734,13,41,87,Yes
EMP3870,Operations,52,134634,8,39,40,No
EMP3871,HR,50,112793,19,36,77,Yes
EMP3872,R&D,33,94930,5,48,48,No
EMP3873,Sales,21,126838,2,48,99,No
EMP3874,HR,54,47228,15,48,44,No
EMP3875,Sales,35,145627,2,41,98,No
EMP3876,Sales,34,102924,11,49,85,Yes
EMP3877,IT,49,36319,13,51,81,Yes
EMP3878,Operations,54,31475,23,44,73,No
EMP3879,Marketing,38,122091,10,34,76,Yes
EMP3880,R&D,27,108694,3,53,72,No
EMP3881,Sales,49,39728,5,59,64,No
EMP3882,IT,51,135310,3,43,81,No
EMP3883,Operations,45,54545,6,41,68,No
EMP3884,Marketing,58,121636,13,58,97,Yes
EMP3885,Sales,34,147971,10,50,64,No
EMP3886,Sales,28,106686,19,40,93,Yes
EMP3887,HR,47,123750,8,57,98,Yes
EMP3888,HR,22,123412,18,34,48,No
EMP3889,Operations,37,86756,3,45,42,No
EMP3890,Marketing,57,93775,24,59,54,No
EMP3891,Sales,34,63699,24,55,43,No
EMP3892,Operations,45,61821,17,47,84,Yes
EMP3893,Operations,50,55615,8,41,77,Yes
EMP3894,Finance,49,38746,10,56,59,No
EMP3895,R&D,40,111457,2,56,88,No
EMP3896,HR,41,47745,12,34,62,No
EMP3897,Marketing,42,26245,23,45,76,Yes
EMP3898,Sales,55,142408,6,41,86,No
EMP3899,Operations,57,137143,2,52,47,No
EMP3900,Sales,36,49853,21,31,96,Yes
EMP3901,Finance,37,52632,23,59,76,Yes
EMP3902,Marketing,36,37856,24,58,95,Yes
EMP3903,Operations,22,81893,3,35,84,No
EMP3904,Sales,24,95641,17,52,72,No
EMP3905,HR,41,126226,7,50,72,No
EMP3906,R&D,59,93049,21,54,46,No
EMP3907,Finance,54,83182,5,59,61,No
EMP3908,Marketing,50,27801,23,33,44,No
EMP3909,Finance,26,122881,1,59,85,No
EMP3910,HR,37,104431,8,59,54,No
EMP3911,Marketing,59,64749,12,42,60,No
EMP3912,Finance,45,98757,14,39,64,No
EMP3913,IT,25,80654,16,46,56,No
EMP3914,HR,25,96574,10,43,95,Yes
EMP3915,HR,40,122567,15,53,89,Yes
EMP3916,HR,36,80381,21,44,46,No
EMP3917,IT,57,83601,24,37,93,Yes
EMP3918,IT,29,40082,15,52,97,Yes
EMP3919,Sales,25,39648,10,53,89,Yes
EMP3920,Operations,22,25364,21,47,99,Yes
EMP3921,R&D,29,59568,7,32,58,No
EMP3922,Finance,56,104646,3,54,91,No
EMP3923,Sales,42,96494,2,46,46,No
EMP3924,Finance,42,99632,6,53,79,No
EMP3925,R&D,42,32436,21,53,84,Yes
EMP3926,Operations,54,111713,9,36,98,Yes
EMP3927,IT,49,51754,10,42,89,Yes
EMP3928,Operations,58,85194,4,59,63,No
EMP3929,IT,53,49544,3,56,50,No
EMP3930,R&D,38,85180,9,45,80,Yes
EMP3931,Operations,27,88295,24,34,94,Yes
EMP3932,Sales,21,37638,22,33,40,No
EMP3933,Marketing,53,90715,17,55,93,Yes
EMP3934,Sales,21,94409,14,39,71,No
EMP3935,Finance,44,143648,10,42,79,Yes
EMP3936,Sales,24,108106,13,39,92,Yes
EMP3937,R&D,24,138759,12,43,83,Yes
EMP3938,HR,38,42157,1,55,41,No
EMP3939,Finance,47,70565,22,51,54,No
EMP3940,Operations,52,94996,19,41,60,No
EMP3941,Finance,53,138620,19,56,63,No
EMP3942,Marketing,48,90888,6,30,89,No
EMP3943,IT,56,81095,13,58,56,No
EMP3944,Operations,26,89947,19,50,86,Yes
EMP3945,Finance,36,112122,13,59,91,Yes
EMP3946,Operations,54,95880,22,49,91,Yes
EMP3947,Operations,43,29507,21,49,48,No
EMP3948,Operations,44,128134,4,36,74,No
EMP3949,IT,33,68988,24,38,59,No
EMP3950,R&D,38,123421,2,37,58,No
EMP3951,Sales,33,41865,15,56,57,No
EMP3952,Operations,57,127591,12,42,59,No
EMP3953,HR,59,52213,7,43,69,No
EMP3954,R&D,37,80954,20,41,79,Yes
EMP3955,Marketing,35,82450,18,37,40,No
EMP3956,IT,38,29477,23,50,63,No
EMP3957,Finance,43,87222,13,51,63,No
EMP3958,IT,50,31533,17,47,86,Yes
EMP3959,Finance,54,74395,4,45,58,No
EMP3960,IT,24,48396,14,58,69,No
EMP3961,Finance,23,37755,20,40,65,No
EMP3962,Operations,27,25865,13,45,81,Yes
EMP3963,Sales,38,36173,3,43,83,No
EMP3964,Finance,27,83905,18,32,99,Yes
EMP3965,Finance,26,63097,14,50,77,Yes
EMP3966,HR,42,58371,15,31,68,No
