StudentID,Date,BehaviorType,Notes,note 1 ,note 2,note 3,note 4,note 5,note 6,note 7
S0049,7/9/2024,Late,Particularly suddenly yeah say argue point education off.,Particularly,suddenly,yeah,say,argue,point,education
S0049,8/29/2024,Helpful,Improve fund fly however customer social within.,Improve,fund,fly,however,customer,social,within
S0049,2/22/2025,Disruptive,Heart notice day arrive.,Heart,notice,day,arrive,,,
S0050,8/27/2024,Participative,Ability decide term expert walk receive travel.,Ability,decide,term,expert,walk,receive,travel
S0050,6/20/2024,Participative,Security line back.,Security,line,back,,,,
S0050,10/19/2024,Absent without notice,Officer sort imagine never camera.,Officer,sort,imagine,never,camera,,
S0050,10/21/2024,Participative,Professional task sing think treatment science from.,Professional,task,sing,think,treatment,science,from
S0050,1/26/2025,Absent without notice,Right difference ago space.,Right,difference,ago,space,,,
S0050,12/4/2024,Helpful,Task study difference take season.,Task,study,difference,take,season,,
S0050,8/26/2024,Helpful,Reason side nothing performance me church.,Reason,side,nothing,performance,me,church,
S0050,8/5/2024,Helpful,Edge moment how least report edge race.,Edge,moment,how,least,report,edge,race
S0051,10/15/2024,Helpful,White relationship however agency for both matter study.,White,relationship,however,agency,for,both,matter
S0051,11/10/2024,Late,Detail middle and door.,Detail,middle,and,door,,,
S0051,3/14/2025,Disruptive,After oil whether cover through.,After,oil,whether,cover,through,,
S0051,12/20/2024,Disruptive,Leave late term three develop.,Leave,late,term,three,develop,,
S0051,4/20/2025,Participative,During building performance main.,During,building,performance,main,,,
S0051,7/20/2024,Helpful,Anyone house however discover cold ball main.,Anyone,house,however,discover,cold,ball,main
S0052,5/20/2025,Participative,Management rise wait time.,Management,rise,wait,time,,,
S0052,5/3/2025,Disruptive,National send market skill find.,National,send,market,skill,find,,
S0052,8/29/2024,Participative,Drive later activity eye.,Drive,later,activity,eye,,,
S0053,7/18/2024,Absent without notice,Her cut task mind hope surface reason.,Her,cut,task,mind,hope,surface,reason
S0053,7/5/2024,Absent without notice,Care begin view group staff claim charge.,Care,begin,view,group,staff,claim,charge
S0053,10/9/2024,Disruptive,Reason image stop return.,Reason,image,stop,return,,,
S0053,2/1/2025,Late,Discuss line ago too employee.,Discuss,line,ago,too,employee,,
S0053,1/21/2025,Late,Parent hear explain official game.,Parent,hear,explain,official,game,,
S0053,12/22/2024,Disruptive,Nature or option recognize take rest.,Nature,or,option,recognize,take,rest,
S0054,2/23/2025,Disruptive,Leader avoid dream father between work report.,Leader,avoid,dream,father,between,work,report
S0054,9/5/2024,Helpful,Carry worker security stop best team offer message.,Carry,worker,security,stop,best,team,offer
S0054,8/20/2024,Participative,Base child live theory fill ever wait price.,Base,child,live,theory,fill,ever,wait
S0054,4/16/2025,Late,For such law benefit.,For,such,law,benefit,,,
S0054,9/9/2024,Late,Bad ground let modern.,Bad,ground,let,modern,,,
S0054,9/23/2024,Participative,Factor their collection play forward.,Factor,their,collection,play,forward,,
S0054,2/13/2025,Participative,Case same peace challenge sell each north.,Case,same,peace,challenge,sell,each,north
S0054,7/5/2024,Disruptive,Turn conference baby medical budget foreign head.,Turn,conference,baby,medical,budget,foreign,head
S0055,9/11/2024,Late,Wall produce blue activity important try item.,Wall,produce,blue,activity,important,try,item
S0055,3/31/2025,Disruptive,Thousand suffer young.,Thousand,suffer,young,,,,
S0055,4/8/2025,Helpful,Sister whatever cost cup.,Sister,whatever,cost,cup,,,
S0056,4/12/2025,Disruptive,Stock no big sign represent.,Stock,no,big,sign,represent,,
S0056,5/13/2025,Late,Toward economic plan owner.,Toward,economic,plan,owner,,,
S0056,2/2/2025,Disruptive,Leave level police charge rise.,Leave,level,police,charge,rise,,
S0056,6/9/2025,Absent without notice,Structure not finally almost product Mrs.,Structure,not,finally,almost,product,Mrs,
S0056,1/14/2025,Participative,Capital phone something prove thing great.,Capital,phone,something,prove,thing,great,
S0056,3/13/2025,Late,Learn during not recognize.,Learn,during,not,recognize,,,
S0056,1/26/2025,Disruptive,Improve you dinner very father second home.,Improve,you,dinner,very,father,second,home
S0056,12/24/2024,Late,Crime reason protect.,Crime,reason,protect,,,,
S0056,10/29/2024,Late,Reach goal new door out six keep.,Reach,goal,new,door,out,six,keep
S0056,5/18/2025,Absent without notice,Total manage about skill by job exactly.,Total,manage,about,skill,by,job,exactly
S0057,8/29/2024,Absent without notice,Fear the available brother civil large number.,Fear,the,available,brother,civil,large,number
S0057,3/7/2025,Participative,And old either build.,And,old,either,build,,,
S0057,6/27/2024,Absent without notice,Less she both generation however bag crime.,Less,she,both,generation,however,bag,crime
S0057,9/24/2024,Helpful,Child natural of on sure since.,Child,natural,of,on,sure,since,
S0057,1/24/2025,Helpful,Operation who rise moment effect onto.,Operation,who,rise,moment,effect,onto,
S0057,1/4/2025,Disruptive,Building research everything term resource word generation scene.,Building,research,everything,term,resource,word,generation
S0057,11/10/2024,Participative,More authority get mother where ready environment but.,More,authority,get,mother,where,ready,environment
S0057,11/6/2024,Late,Defense building international simply.,Defense,building,international,simply,,,
S0058,10/6/2024,Late,Coach avoid last as difference brother force sing.,Coach,avoid,last,as,difference,brother,force
S0058,3/21/2025,Late,Rest American until thing.,Rest,American,until,thing,,,
S0058,6/23/2024,Participative,Result body carry the.,Result,body,carry,the,,,
S0058,9/1/2024,Late,Main force rise hospital adult run television.,Main,force,rise,hospital,adult,run,television
S0058,6/21/2024,Helpful,Many I seven deal kind stand.,Many,I,seven,deal,kind,stand,
S0058,7/19/2024,Helpful,Effect article important finish plant.,Effect,article,important,finish,plant,,
S0059,8/30/2024,Disruptive,Hear the green.,Hear,the,green,,,,
S0059,11/15/2024,Helpful,Reduce really tonight go.,Reduce,really,tonight,go,,,
S0059,1/11/2025,Late,Staff weight mouth soon.,Staff,weight,mouth,soon,,,
S0059,4/30/2025,Absent without notice,Own play soon indicate herself I.,Own,play,soon,indicate,herself,I,
S0059,5/8/2025,Helpful,Experience because surface white low.,Experience,because,surface,white,low,,
S0059,12/30/2024,Disruptive,Heart baby us mother city bit.,Heart,baby,us,mother,city,bit,
S0059,10/24/2024,Participative,Night sign garden time more candidate many.,Night,sign,garden,time,more,candidate,many
S0060,2/25/2025,Participative,New seven effort table relate budget order Congress.,New,seven,effort,table,relate,budget,order
S0060,6/28/2024,Helpful,Mention skill foreign seat.,Mention,skill,foreign,seat,,,
S0060,7/26/2024,Absent without notice,Share pressure sort character low become.,Share,pressure,sort,character,low,become,
S0060,11/30/2024,Helpful,Why the fish.,Why,the,fish,,,,
S0060,8/29/2024,Absent without notice,Education head civil sort foot rule manager.,Education,head,civil,sort,foot,rule,manager
S0060,11/1/2024,Absent without notice,Type specific song fly teach type and.,Type,specific,song,fly,teach,type,and
S0061,10/25/2024,Disruptive,Responsibility prove north against might.,Responsibility,prove,north,against,might,,
S0061,10/7/2024,Disruptive,Reach fund prevent article reflect.,Reach,fund,prevent,article,reflect,,
S0061,8/10/2024,Disruptive,His everybody also old ahead while put.,His,everybody,also,old,ahead,while,put
S0061,8/26/2024,Disruptive,Opportunity travel reflect minute when.,Opportunity,travel,reflect,minute,when,,
S0061,2/5/2025,Disruptive,Test red represent talk enjoy.,Test,red,represent,talk,enjoy,,
S0061,8/25/2024,Disruptive,Too image mind analysis car special collection.,Too,image,mind,analysis,car,special,collection
S0061,3/16/2025,Participative,Apply indeed computer teacher upon.,Apply,indeed,computer,teacher,upon,,
S0062,10/10/2024,Absent without notice,Company hospital here soon down religious moment serve.,Company,hospital,here,soon,down,religious,moment
S0062,9/30/2024,Participative,Ask thousand character sing.,Ask,thousand,character,sing,,,
S0062,1/31/2025,Participative,Project create effort national yourself man.,Project,create,effort,national,yourself,man,
S0062,5/4/2025,Absent without notice,Throw expect herself.,Throw,expect,herself,,,,
S0062,10/30/2024,Late,Agency happen rest avoid heart serve.,Agency,happen,rest,avoid,heart,serve,
S0062,9/19/2024,Absent without notice,Send new country poor.,Send,new,country,poor,,,
S0062,10/11/2024,Late,Mouth car apply book first after wide.,Mouth,car,apply,book,first,after,wide
S0063,6/9/2025,Helpful,Do program hold challenge significant shake project.,Do,program,hold,challenge,significant,shake,project
S0063,11/26/2024,Helpful,Lawyer other player thousand work these central.,Lawyer,other,player,thousand,work,these,central
S0063,9/2/2024,Participative,Citizen collection window focus anyone.,Citizen,collection,window,focus,anyone,,
S0063,4/29/2025,Helpful,Trial through firm sure.,Trial,through,firm,sure,,,
S0063,9/21/2024,Absent without notice,Him court food eat similar camera wonder.,Him,court,food,eat,similar,camera,wonder
S0063,2/4/2025,Absent without notice,As after everybody.,As,after,everybody,,,,
S0063,8/13/2024,Participative,Officer election agreement model happy close.,Officer,election,agreement,model,happy,close,
S0063,11/21/2024,Participative,Policy that crime compare partner statement wonder seat.,Policy,that,crime,compare,partner,statement,wonder
S0063,1/9/2025,Helpful,Ago continue nearly everybody military individual.,Ago,continue,nearly,everybody,military,individual,
S0064,9/12/2024,Disruptive,Rise industry language.,Rise,industry,language,,,,
S0064,3/23/2025,Late,Yeah speak fact identify night ten space nothing.,Yeah,speak,fact,identify,night,ten,space
S0064,12/4/2024,Late,Situation soldier reason before for phone trade available.,Situation,soldier,reason,before,for,phone,trade
S0064,9/27/2024,Disruptive,Tend thus he develop attorney relate song.,Tend,thus,he,develop,attorney,relate,song
S0065,9/26/2024,Helpful,I increase threat real.,I,increase,threat,real,,,
S0065,12/6/2024,Helpful,Doctor certain protect wish.,Doctor,certain,protect,wish,,,
S0065,12/30/2024,Late,Painting either cup life more good account.,Painting,either,cup,life,more,good,account
S0066,2/3/2025,Participative,Analysis without much heavy.,Analysis,without,much,heavy,,,
S0066,2/25/2025,Disruptive,Visit responsibility many word half hard.,Visit,responsibility,many,word,half,hard,
S0066,7/4/2024,Disruptive,Along defense cold door support.,Along,defense,cold,door,support,,
S0066,9/12/2024,Helpful,Fact away smile alone issue.,Fact,away,smile,alone,issue,,
S0067,7/4/2024,Late,Dark will start page pull old.,Dark,will,start,page,pull,old,
S0067,12/8/2024,Absent without notice,Type process me approach use real.,Type,process,me,approach,use,real,
S0067,4/15/2025,Participative,Lose should meet once month professional threat.,Lose,should,meet,once,month,professional,threat
S0067,3/29/2025,Disruptive,Various page tax now most.,Various,page,tax,now,most,,
S0067,12/16/2024,Late,Dog pressure fund space.,Dog,pressure,fund,space,,,
S0067,1/15/2025,Late,Determine medical beat rock.,Determine,medical,beat,rock,,,
S0067,7/11/2024,Participative,Technology value stop actually lead grow all.,Technology,value,stop,actually,lead,grow,all
S0067,12/19/2024,Absent without notice,Suffer decade career decade Mrs start ground.,Suffer,decade,career,decade,Mrs,start,ground
S0067,12/23/2024,Absent without notice,Movie behind political movie positive man safe.,Movie,behind,political,movie,positive,man,safe
S0068,1/31/2025,Disruptive,Many debate themselves response.,Many,debate,themselves,response,,,
S0068,5/24/2025,Late,Note quite also soldier he let thing.,Note,quite,also,soldier,he,let,thing
S0068,11/5/2024,Absent without notice,Approach two not recognize great.,Approach,two,not,recognize,great,,
S0068,4/2/2025,Absent without notice,First require child relationship president PM expert.,First,require,child,relationship,president,PM,expert
S0068,5/11/2025,Late,Pass very age.,Pass,very,age,,,,
S0068,1/6/2025,Disruptive,Green source site tree and strategy become.,Green,source,site,tree,and,strategy,become
S0069,11/23/2024,Absent without notice,Right sit figure scientist wife.,Right,sit,figure,scientist,wife,,
S0069,1/30/2025,Late,State no necessary three seat final.,State,no,necessary,three,seat,final,
S0069,11/12/2024,Absent without notice,Ability up staff you get place work.,Ability,up,staff,you,get,place,work
S0069,2/23/2025,Absent without notice,West now eat interview top despite think.,West,now,eat,interview,top,despite,think
S0069,1/15/2025,Absent without notice,Home they with structure according.,Home,they,with,structure,according,,
S0069,1/12/2025,Late,Keep pick near property message.,Keep,pick,near,property,message,,
S0069,9/23/2024,Late,Top beautiful although technology few less.,Top,beautiful,although,technology,few,less,
S0069,5/27/2025,Helpful,Might after build listen foreign factor structure.,Might,after,build,listen,foreign,factor,structure
S0069,6/30/2024,Disruptive,International other lay soon lay southern scientist.,International,other,lay,soon,lay,southern,scientist
S0069,8/15/2024,Helpful,Hope that north simple several air.,Hope,that,north,simple,several,air,
